Ticket ID,Ticket name,Ticket status,Create date,Ticket owner,Source,Category,Company ID,Amount,Customer Type,Duration being a customer (years),Status
1983,BXH,Closed,23/07/2020,Rob,Web,Page Adding,942625824,7492,Two,3,Customer
1984,BXI,Closed,01/07/2020,Bill,Web,Page Update,942625824,7492,Two,3,Customer
1985,BXJ,Closed,09/06/2020,Bill,Email,,942625824,7492,Two,3,Customer
1114,APW,Closed,18/01/2021,Rob,Email,Page Update,918927987,5763,Three,2,Customer
1115,APX,Closed,14/12/2020,James,Email,,918927987,5763,Three,2,Customer
1116,APY,Closed,10/08/2020,Rob,Email,General,918927987,5763,Three,2,Customer
1117,APZ,Closed,08/05/2020,Bill,Email,,918927987,5763,Three,2,Customer
18,S,Closed,13/05/2020,Bill,Email,,919060341,6215,Two,1,Customer
19,T,Closed,30/04/2020,Bill,Email,,919060341,6215,Two,1,Customer
271,JL,Closed,04/06/2020,Bill,Email,,943377175,8642,Two,4,Customer
272,JM,Closed,04/06/2020,Bill,Email,,943377175,8642,Two,4,Customer
273,JN,Closed,04/06/2020,Bill,Email,,943377175,8642,Two,4,Customer
274,JO,Closed,04/06/2020,Bill,Email,,943377175,8642,Two,4,Customer
275,JP,Closed,04/06/2020,Bill,Email,,943377175,8642,Two,4,Customer
2474,CQE,Open,18/01/2021,James,Web,,943377175,8642,Two,4,Customer
2475,CQF,Closed,18/01/2021,James,Web,,943377175,8642,Two,4,Customer
2476,CQG,Closed,18/01/2021,Rob,Web,Page Adding,943377175,8642,Two,4,Customer
2477,CQH,Closed,11/01/2021,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2478,CQI,Closed,21/12/2020,Rob,Web,Delivery Error,943377175,8642,Two,4,Customer
2479,CQJ,Closed,24/11/2020,James,Web,,943377175,8642,Two,4,Customer
2480,CQK,Closed,09/11/2020,Rob,Web,Delivery Error,943377175,8642,Two,4,Customer
2481,CQL,Closed,29/10/2020,Rob,Web,General,943377175,8642,Two,4,Customer
2482,CQM,Closed,19/10/2020,Rob,Web,Delivery Error,943377175,8642,Two,4,Customer
2483,CQN,Closed,15/10/2020,Rob,Web,General,943377175,8642,Two,4,Customer
2484,CQO,Closed,15/10/2020,Rob,Web,General,943377175,8642,Two,4,Customer
2485,CQP,Closed,15/10/2020,Rob,Web,General,943377175,8642,Two,4,Customer
2486,CQQ,Closed,12/10/2020,Rob,Web,General,943377175,8642,Two,4,Customer
2487,CQR,Closed,07/10/2020,Rob,Web,General,943377175,8642,Two,4,Customer
2488,CQS,Closed,07/10/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2489,CQT,Closed,07/10/2020,Rob,Web,,943377175,8642,Two,4,Customer
2490,CQU,Closed,07/10/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2491,CQV,Closed,06/10/2020,Rob,Web,General,943377175,8642,Two,4,Customer
2492,CQW,Closed,06/10/2020,Rob,Web,General,943377175,8642,Two,4,Customer
2493,CQX,Closed,05/10/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2494,CQY,Closed,05/10/2020,Rob,Web,General,943377175,8642,Two,4,Customer
2495,CQZ,Closed,05/10/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2496,CRA,Closed,02/10/2020,Rob,Email,Page Adding,943377175,8642,Two,4,Customer
2497,CRB,Closed,18/09/2020,Rob,Email,Page Adding,943377175,8642,Two,4,Customer
2498,CRC,Closed,01/09/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2499,CRD,Closed,27/08/2020,Rob,Web,Page Adding,943377175,8642,Two,4,Customer
2500,CRE,Closed,24/08/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2501,CRF,Closed,03/08/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2502,CRG,Closed,03/08/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2503,CRH,Closed,03/08/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2504,CRI,Closed,17/07/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2505,CRJ,Closed,08/07/2020,Rob,Web,Page Update,943377175,8642,Two,4,Customer
2506,CRK,Closed,29/06/2020,Bill,Web,Page Update,943377175,8642,Two,4,Customer
2507,CRL,Closed,29/06/2020,Bill,Web,Page Update,943377175,8642,Two,4,Customer
2508,CRM,Closed,29/06/2020,Bill,Web,Page Update,943377175,8642,Two,4,Customer
2509,CRN,Closed,23/06/2020,Bill,Email,,943377175,8642,Two,4,Customer
2510,CRO,Closed,22/06/2020,Tony,Email,Page Update,943377175,8642,Two,4,Customer
2511,CRP,Closed,22/06/2020,Bill,Email,,943377175,8642,Two,4,Customer
2512,CRQ,Closed,20/06/2020,Bill,Email,,943377175,8642,Two,4,Customer
2513,CRR,Closed,15/06/2020,Bill,Email,,943377175,8642,Two,4,Customer
2553,CTF,Closed,06/01/2021,Rob,Web,Page Update,943377270,13899,Three,6,Customer
2515,CRT,Closed,21/10/2020,Rob,Web,Page Update,943377201,6483,Three,5,Customer
2516,CRU,Closed,28/04/2020,Bill,Email,,943377201,6483,Three,5,Customer
386,NW,Closed,27/04/2020,Bill,Email,,1154729219,6215,Two,1,Customer
1366,AZO,Closed,19/11/2020,James,Email,,943377143,7345,Three,5,Customer
2388,CMW,Closed,10/11/2020,Rob,Web,Page Adding,943377143,7345,Three,5,Customer
2389,CMX,Closed,16/10/2020,Rob,Web,General,943377143,7345,Three,5,Customer
1641,BKD,Closed,23/07/2020,Rob,Email,General,919061910,6119,Three,4,Customer
2574,CUA,Closed,27/07/2020,Shane,Web,,943377301,5531,Two,4,Customer
2575,CUB,Closed,14/05/2020,Bill,Email,,943377301,5531,Two,4,Customer
3542,EFG,Closed,17/12/2020,Rob,Email,Delivery Error,2304456743,4746,Two,2,Customer
3543,EFH,Closed,26/11/2020,Rob,Web,Page Adding,2304456743,4746,Two,2,Customer
3544,EFI,Closed,16/11/2020,Rob,Email,Delivery Error,2304456743,4746,Two,2,Customer
3545,EFJ,Closed,19/10/2020,Rob,Email,Delivery Error,2304456743,4746,Two,2,Customer
3546,EFK,Closed,30/09/2020,Rob,Web,Page Adding,2304456743,4746,Two,2,Customer
3547,EFL,Closed,30/09/2020,Rob,Web,Page Adding,2304456743,4746,Two,2,Customer
3548,EFM,Closed,30/09/2020,Rob,Web,Page Adding,2304456743,4746,Two,2,Customer
3549,EFN,Closed,06/08/2020,Rob,Email,Delivery Error,2304456743,4746,Two,2,Customer
3550,EFO,Closed,13/07/2020,Rob,Web,Page Adding,2304456743,4746,Two,2,Customer
3551,EFP,Closed,22/06/2020,Bill,Email,,2304456743,4746,Two,2,Customer
3552,EFQ,Closed,16/06/2020,Bill,Email,,2304456743,4746,Two,2,Customer
3553,EFR,Closed,13/05/2020,Bill,Email,,2304456743,4746,Two,2,Customer
3554,EFS,Closed,27/04/2020,Bill,Email,,2304456743,4746,Two,2,Customer
82,CE,Closed,18/05/2020,Bill,Email,,919061661,7119,Two,4,Customer
83,CF,Closed,28/04/2020,Bill,Email,,919061661,7119,Two,4,Customer
1565,BHF,Closed,14/01/2021,Rob,Web,,919061661,7119,Two,4,Customer
1566,BHG,Closed,08/12/2020,Rob,Web,,919061661,7119,Two,4,Customer
1567,BHH,Closed,13/10/2020,Rob,Web,General,919061661,7119,Two,4,Customer
1568,BHI,Closed,13/07/2020,Rob,Web,Page Update,919061661,7119,Two,4,Customer
1569,BHJ,Closed,25/06/2020,Rob,Email,General,919061661,7119,Two,4,Customer
981,AKT,Closed,13/08/2020,Rob,Web,Page Update,4119150596,2260,One,1,Customer
13,N,Closed,15/05/2020,Bill,Email,,919060339,5594,Three,3,Customer
14,O,Closed,12/05/2020,Bill,Email,,919060339,5594,Three,3,Customer
15,P,Closed,07/05/2020,Bill,Email,,919060339,5594,Three,3,Customer
16,Q,Closed,07/05/2020,Bill,Email,,919060339,5594,Three,3,Customer
17,R,Closed,06/05/2020,Bill,Email,,919060339,5594,Three,3,Customer
1199,ATD,Closed,11/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1200,ATE,Closed,11/01/2021,Rob,Web,Page Adding,919060339,5594,Three,3,Customer
1201,ATF,Closed,09/11/2020,Rob,Web,Page Update,919060339,5594,Three,3,Customer
1202,ATG,Closed,23/09/2020,Rob,Web,Page Update,919060339,5594,Three,3,Customer
1203,ATH,Closed,09/09/2020,Rob,Web,General,919060339,5594,Three,3,Customer
1204,ATI,Closed,02/09/2020,Rob,Web,Page Update,919060339,5594,Three,3,Customer
1205,ATJ,Closed,26/08/2020,Rob,Web,Page Update,919060339,5594,Three,3,Customer
1206,ATK,Closed,04/08/2020,Rob,Web,Page Adding,919060339,5594,Three,3,Customer
1207,ATL,Closed,04/08/2020,Rob,Web,Page Adding,919060339,5594,Three,3,Customer
1208,ATM,Closed,03/08/2020,Rob,Web,Page Adding,919060339,5594,Three,3,Customer
1209,ATN,Closed,28/07/2020,Steve,Web,,919060339,5594,Three,3,Customer
1210,ATO,Closed,21/07/2020,Rob,Web,Page Update,919060339,5594,Three,3,Customer
1211,ATP,Closed,09/07/2020,Tony,Web,Page Update,919060339,5594,Three,3,Customer
1212,ATQ,Closed,09/07/2020,Tony,Web,Page Update,919060339,5594,Three,3,Customer
1213,ATR,Closed,07/07/2020,Rob,Web,Page Update,919060339,5594,Three,3,Customer
1214,ATS,Closed,07/07/2020,Rob,Web,Page Update,919060339,5594,Three,3,Customer
1215,ATT,Closed,30/06/2020,Bill,Web,Page Update,919060339,5594,Three,3,Customer
1216,ATU,Closed,30/06/2020,Bill,Web,Page Update,919060339,5594,Three,3,Customer
1217,ATV,Closed,16/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1218,ATW,Closed,15/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1219,ATX,Closed,15/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1220,ATY,Closed,14/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1221,ATZ,Closed,14/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1222,AUA,Closed,11/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1223,AUB,Closed,11/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1224,AUC,Closed,11/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1225,AUD,Closed,11/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1226,AUE,Closed,10/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1227,AUF,Closed,10/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1228,AUG,Closed,09/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1229,AUH,Closed,08/06/2020,Bill,Email,,919060339,5594,Three,3,Customer
1230,AUI,Closed,18/05/2020,Bill,Email,,919060339,5594,Three,3,Customer
1231,AUJ,Closed,07/05/2020,Bill,Email,,919060339,5594,Three,3,Customer
1232,AUK,Closed,07/05/2020,Bill,Email,,919060339,5594,Three,3,Customer
128,DY,Closed,04/06/2020,Bill,Email,,942625637,7560,Three,5,Customer
129,DZ,Closed,04/06/2020,Bill,Email,,942625637,7560,Three,5,Customer
130,EA,Closed,04/06/2020,Bill,Email,,942625637,7560,Three,5,Customer
131,EB,Closed,04/06/2020,Bill,Email,,942625637,7560,Three,5,Customer
132,EC,Closed,04/06/2020,Bill,Email,,942625637,7560,Three,5,Customer
1808,BQO,Closed,16/12/2020,Rob,Web,Page Adding,942625637,7560,Three,5,Customer
1809,BQP,Closed,03/11/2020,Tony,Web,Page Update,942625637,7560,Three,5,Customer
1810,BQQ,Closed,04/08/2020,Rob,Web,Page Adding,942625637,7560,Three,5,Customer
1811,BQR,Closed,16/07/2020,Rob,Web,Page Adding,942625637,7560,Three,5,Customer
1812,BQS,Closed,15/07/2020,Rob,Web,Page Update,942625637,7560,Three,5,Customer
1813,BQT,Closed,08/07/2020,Rob,Web,Page Update,942625637,7560,Three,5,Customer
1814,BQU,Closed,16/06/2020,Bill,Email,,942625637,7560,Three,5,Customer
541,TV,Closed,07/12/2020,Rob,Web,,1115617432,3955,Two,1,Customer
542,TW,Closed,03/11/2020,Rob,Web,General,1115617432,3955,Two,1,Customer
982,AKU,Closed,14/09/2020,Rob,Web,General,1115617432,3955,Two,1,Customer
631,XH,Closed,14/12/2020,James,Web,,918925674,5763,Two,2,Customer
632,XI,Closed,10/05/2020,Bill,Email,,918925674,5763,Two,2,Customer
983,AKV,Closed,02/10/2020,Rob,Web,Page Adding,918926282,13391,Two,1,Customer
269,JJ,Closed,28/04/2020,Bill,Email,,943377172,5938,Three,5,Customer
2413,CNV,Closed,05/01/2021,Rob,Email,,943377172,5938,Three,5,Customer
2414,CNW,Closed,25/06/2020,Tony,Email,General,943377172,5938,Three,5,Customer
2415,CNX,Open,18/01/2021,Rob,Email,,943377172,5938,Three,5,Customer
2416,CNY,Closed,18/01/2021,Rob,Web,,943377172,5938,Three,5,Customer
2417,CNZ,Open,18/01/2021,Rob,Web,,943377172,5938,Three,5,Customer
2418,COA,Closed,08/12/2020,Rob,Web,General,943377172,5938,Three,5,Customer
2419,COB,Closed,07/12/2020,James,Web,,943377172,5938,Three,5,Customer
2420,COC,Closed,03/12/2020,James,Web,,943377172,5938,Three,5,Customer
2421,COD,Closed,03/12/2020,James,Web,,943377172,5938,Three,5,Customer
2422,COE,Closed,03/12/2020,Rob,Email,Page Update,943377172,5938,Three,5,Customer
2423,COF,Closed,03/12/2020,Rob,Web,Page Update,943377172,5938,Three,5,Customer
2424,COG,Closed,17/11/2020,Rob,Web,General,943377172,5938,Three,5,Customer
2425,COH,Closed,16/11/2020,Rob,Web,Information Request,943377172,5938,Three,5,Customer
2426,COI,Closed,11/11/2020,Rob,Web,General,943377172,5938,Three,5,Customer
2427,COJ,Closed,11/11/2020,Rob,Web,Page Update,943377172,5938,Three,5,Customer
2428,COK,Closed,11/11/2020,Rob,Web,Page Adding,943377172,5938,Three,5,Customer
2429,COL,Closed,10/11/2020,Tony,Web,Page Update,943377172,5938,Three,5,Customer
2430,COM,Closed,10/11/2020,Tony,Web,Page Update,943377172,5938,Three,5,Customer
2431,CON,Closed,10/11/2020,Tony,Web,Page Adding,943377172,5938,Three,5,Customer
2432,COO,Closed,10/11/2020,Tony,Web,Page Adding,943377172,5938,Three,5,Customer
2433,COP,Closed,10/11/2020,Rob,Email,General,943377172,5938,Three,5,Customer
2434,COQ,Closed,10/11/2020,Rob,Email,Delivery Error,943377172,5938,Three,5,Customer
2435,COR,Closed,21/10/2020,Lee,Email,,943377172,5938,Three,5,Customer
2436,COS,Closed,21/10/2020,Rob,Web,General,943377172,5938,Three,5,Customer
2437,COT,Closed,15/10/2020,Tony,Email,Page Adding,943377172,5938,Three,5,Customer
2438,COU,Closed,01/10/2020,Rob,Email,Page Adding,943377172,5938,Three,5,Customer
2439,COV,Closed,29/09/2020,Rob,Web,General,943377172,5938,Three,5,Customer
2440,COW,Closed,23/09/2020,Rob,Web,General,943377172,5938,Three,5,Customer
2441,COX,Closed,14/09/2020,Rob,Email,Page Update,943377172,5938,Three,5,Customer
2442,COY,Closed,14/09/2020,Rob,Web,Page Update,943377172,5938,Three,5,Customer
2443,COZ,Closed,09/09/2020,Rob,Email,General,943377172,5938,Three,5,Customer
2444,CPA,Closed,01/09/2020,Rob,Email,Page Adding,943377172,5938,Three,5,Customer
2445,CPB,Closed,25/08/2020,Rob,Email,Page Adding,943377172,5938,Three,5,Customer
2446,CPC,Closed,03/08/2020,Rob,Email,Delivery Error,943377172,5938,Three,5,Customer
2447,CPD,Closed,03/08/2020,Rob,Web,Page Update,943377172,5938,Three,5,Customer
2448,CPE,Closed,22/07/2020,Rob,Email,Page Adding,943377172,5938,Three,5,Customer
2449,CPF,Closed,16/07/2020,Rob,Email,Page Update,943377172,5938,Three,5,Customer
2450,CPG,Closed,16/07/2020,Rob,Web,Page Update,943377172,5938,Three,5,Customer
2451,CPH,Closed,02/07/2020,Rob,Web,Page Update,943377172,5938,Three,5,Customer
2452,CPI,Closed,02/07/2020,Bill,Email,Page Update,943377172,5938,Three,5,Customer
2453,CPJ,Closed,02/07/2020,Rob,Email,Page Adding,943377172,5938,Three,5,Customer
2454,CPK,Closed,30/06/2020,Bill,Email,,943377172,5938,Three,5,Customer
2455,CPL,Closed,30/06/2020,Bill,Web,Page Update,943377172,5938,Three,5,Customer
2456,CPM,Closed,25/06/2020,Rob,Email,Page Adding,943377172,5938,Three,5,Customer
2457,CPN,Closed,24/06/2020,Bill,Email,,943377172,5938,Three,5,Customer
2458,CPO,Closed,21/06/2020,Bill,Email,,943377172,5938,Three,5,Customer
2459,CPP,Closed,04/06/2020,Bill,Email,,943377172,5938,Three,5,Customer
2460,CPQ,Closed,19/05/2020,Bill,Email,,943377172,5938,Three,5,Customer
2461,CPR,Closed,13/05/2020,Bill,Email,,943377172,5938,Three,5,Customer
2462,CPS,Closed,06/05/2020,Bill,Email,,943377172,5938,Three,5,Customer
2463,CPT,Closed,30/04/2020,Bill,Email,,943377172,5938,Three,5,Customer
2464,CPU,Closed,29/04/2020,Bill,Email,,943377172,5938,Three,5,Customer
2465,CPV,Closed,29/04/2020,Bill,Email,,943377172,5938,Three,5,Customer
2466,CPW,Closed,28/04/2020,Bill,Email,,943377172,5938,Three,5,Customer
984,AKW,Closed,21/10/2020,Rob,Email,Delivery Error,2616460631,5594,Two,1,Customer
985,AKX,Closed,21/09/2020,Rob,Email,Page Update,2616460631,5594,Two,1,Customer
986,AKY,Closed,05/08/2020,Rob,Web,Page Update,2616460631,5594,Two,1,Customer
1009,ALV,Closed,24/07/2020,Tony,Email,,2616460631,5594,Two,1,Customer
1010,ALW,Closed,13/07/2020,Rob,Email,,2616460631,5594,Two,1,Customer
1018,AME,Closed,19/06/2020,Bill,Email,,2616460631,5594,Two,1,Customer
241,IH,Closed,17/07/2020,Rob,Email,Page Update,968932684,5396,Three,4,Customer
242,II,Closed,25/06/2020,Rob,Email,Delivery Error,968932684,5396,Three,4,Customer
428,PM,Closed,25/06/2020,Rob,Email,Page Adding,968932684,5396,Three,4,Customer
2653,CXB,Closed,17/12/2020,Rob,Email,General,968932684,5396,Three,4,Customer
2654,CXC,Closed,03/12/2020,Rob,Email,Page Adding,968932684,5396,Three,4,Customer
2655,CXD,Closed,21/10/2020,Rob,Web,Page Update,968932684,5396,Three,4,Customer
2656,CXE,Closed,07/09/2020,Rob,Email,Page Adding,968932684,5396,Three,4,Customer
2657,CXF,Closed,13/08/2020,Rob,Email,Delivery Error,968932684,5396,Three,4,Customer
2658,CXG,Closed,05/08/2020,Rob,Email,Page Adding,968932684,5396,Three,4,Customer
2659,CXH,Closed,28/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2660,CXI,Closed,26/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2661,CXJ,Closed,26/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2662,CXK,Closed,26/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2663,CXL,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2664,CXM,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2665,CXN,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2666,CXO,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2667,CXP,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2668,CXQ,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2669,CXR,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2670,CXS,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2671,CXT,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2672,CXU,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2673,CXV,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2674,CXW,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2675,CXX,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2676,CXY,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2677,CXZ,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2678,CYA,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2679,CYB,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2680,CYC,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2681,CYD,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2682,CYE,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2683,CYF,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2684,CYG,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2685,CYH,Closed,25/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2686,CYI,Closed,21/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2687,CYJ,Closed,19/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2688,CYK,Closed,19/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2689,CYL,Closed,18/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2690,CYM,Closed,12/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2691,CYN,Closed,12/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2692,CYO,Closed,12/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2693,CYP,Closed,12/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2694,CYQ,Closed,07/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2695,CYR,Closed,07/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2696,CYS,Closed,07/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2697,CYT,Closed,07/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2698,CYU,Closed,07/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2699,CYV,Closed,07/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2700,CYW,Closed,07/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2701,CYX,Closed,06/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2702,CYY,Closed,06/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2703,CYZ,Closed,06/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2704,CZA,Closed,06/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2705,CZB,Closed,06/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2706,CZC,Closed,06/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2707,CZD,Closed,05/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2708,CZE,Closed,05/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2709,CZF,Closed,05/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2710,CZG,Closed,05/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2711,CZH,Closed,05/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2712,CZI,Closed,05/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
2713,CZJ,Closed,01/05/2020,Bill,Email,,968932684,5396,Three,4,Customer
243,IJ,Closed,11/01/2021,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2121,CCP,Closed,19/01/2021,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2122,CCQ,Closed,13/01/2021,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2123,CCR,Closed,08/01/2021,Rob,Email,Page Adding,943377123,6046,Three,5,Customer
2124,CCS,Closed,07/01/2021,Rob,Email,Page Adding,943377123,6046,Three,5,Customer
2125,CCT,Closed,22/12/2020,Rob,Email,,943377123,6046,Three,5,Customer
2126,CCU,Closed,21/12/2020,Rob,Email,,943377123,6046,Three,5,Customer
2127,CCV,Closed,11/12/2020,James,Email,,943377123,6046,Three,5,Customer
2128,CCW,Closed,04/12/2020,James,Email,,943377123,6046,Three,5,Customer
2129,CCX,Closed,23/11/2020,James,Email,,943377123,6046,Three,5,Customer
2130,CCY,Closed,19/11/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2131,CCZ,Closed,17/11/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2132,CDA,Closed,09/11/2020,James,Email,,943377123,6046,Three,5,Customer
2133,CDB,Closed,22/10/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2134,CDC,Closed,22/10/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2135,CDD,Closed,21/10/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2136,CDE,Closed,20/10/2020,Rob,Email,Page Adding,943377123,6046,Three,5,Customer
2137,CDF,Closed,02/10/2020,Rob,Email,General,943377123,6046,Three,5,Customer
2138,CDG,Closed,17/09/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2139,CDH,Closed,16/09/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2140,CDI,Closed,07/09/2020,Rob,Email,Page Adding,943377123,6046,Three,5,Customer
2141,CDJ,Closed,19/08/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2142,CDK,Closed,14/08/2020,Rob,Email,Page Adding,943377123,6046,Three,5,Customer
2143,CDL,Closed,12/08/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2144,CDM,Closed,11/08/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2145,CDN,Closed,10/08/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2146,CDO,Closed,05/08/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2147,CDP,Closed,31/07/2020,Tony,Email,Page Update,943377123,6046,Three,5,Customer
2148,CDQ,Closed,31/07/2020,Steve,Email,,943377123,6046,Three,5,Customer
2149,CDR,Closed,30/07/2020,Shane,Email,,943377123,6046,Three,5,Customer
2150,CDS,Closed,29/07/2020,Steve,Email,,943377123,6046,Three,5,Customer
2151,CDT,Closed,24/07/2020,Tony,Email,Page Update,943377123,6046,Three,5,Customer
2152,CDU,Closed,23/07/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2153,CDV,Closed,23/07/2020,Rob,Email,Page Update,943377123,6046,Three,5,Customer
2154,CDW,Closed,22/06/2020,Bill,Email,,943377123,6046,Three,5,Customer
2155,CDX,Closed,12/06/2020,Bill,Email,,943377123,6046,Three,5,Customer
2156,CDY,Closed,03/06/2020,Bill,Email,,943377123,6046,Three,5,Customer
2157,CDZ,Closed,03/06/2020,Bill,Email,,943377123,6046,Three,5,Customer
2158,CEA,Closed,27/05/2020,Bill,Email,,943377123,6046,Three,5,Customer
195,GN,Closed,05/05/2020,Bill,Email,,943214506,4797,Two,3,Customer
2045,BZR,Closed,18/01/2021,Rob,Email,Page Adding,943214506,4797,Two,3,Customer
2046,BZS,Closed,12/01/2021,Rob,Web,Page Adding,943214506,4797,Two,3,Customer
2047,BZT,Closed,11/01/2021,Rob,Web,Page Update,943214506,4797,Two,3,Customer
2048,BZU,Closed,07/01/2021,Rob,Web,Page Update,943214506,4797,Two,3,Customer
2049,BZV,Closed,30/11/2020,Rob,Email,,943214506,4797,Two,3,Customer
2050,BZW,Closed,26/11/2020,Rob,Email,,943214506,4797,Two,3,Customer
2051,BZX,Closed,02/09/2020,Rob,Web,Page Update,943214506,4797,Two,3,Customer
2052,BZY,Closed,20/08/2020,Rob,Web,Page Update,943214506,4797,Two,3,Customer
2053,BZZ,Closed,11/08/2020,Rob,Email,Page Adding,943214506,4797,Two,3,Customer
2054,CAA,Closed,16/07/2020,Rob,Web,Page Update,943214506,4797,Two,3,Customer
2055,CAB,Closed,06/07/2020,Rob,Web,Page Update,943214506,4797,Two,3,Customer
